situation_id,trajectory_id,distance,wind,precipitation,fuel,time,score
140,1,980.97,3.124615384615385,0.0,980.97,71.34,1052.31
140,2,992.5,3.025384615384615,0.0,992.5,72.25,1064.75
141,0,288.93,3.4419999999999997,0.0,288.93,20.95,309.88
141,1,649.39,3.839230769230769,0.0,649.39,46.9,696.29
141,2,668.59,5.810769230769231,0.0,668.59,47.39,715.98
142,0,591.92,4.969333333333334,0.0,591.92,42.29,634.2099999999999
142,1,638.0,4.732307692307692,0.0,638.0,45.69,683.69
142,2,637.72,4.438461538461539,0.0,637.72,45.8,683.52
143,0,1502.83,3.6,0.006666666666666667,1502.83,108.8,1611.6299999999999
143,1,1603.18,3.7,0.0,1603.18,115.95,1719.13
143,2,1631.07,3.5515384615384615,0.0,1631.07,118.13,1749.1999999999998
144,0,857.48,2.988,0.006666666666666667,857.48,62.45,919.9300000000001
144,1,1031.95,2.7553846153846155,0.02769230769230769,1031.95,75.32,1107.27
144,2,1065.04,4.106923076923077,0.13,1065.04,76.73,1141.77
145,0,582.16,4.8053333333333335,0.0,582.16,41.66,623.8199999999999
145,1,713.75,5.1923076923076925,0.0,713.75,50.89,764.64
145,2,709.85,3.9407692307692304,0.0,709.85,51.22,761.07
146,0,598.97,2.741333333333333,0.0,598.97,43.72,642.69
146,1,832.11,3.5923076923076924,0.02846153846153846,832.11,60.24,892.35
146,2,836.03,2.569230769230769,0.0,836.03,61.13,897.16
147,0,306.55,4.086666666666667,0.0,306.55,22.09,328.64
147,1,611.74,6.493076923076923,0.0,611.74,43.08,654.82
147,2,613.78,6.17076923076923,0.0,613.78,43.36,657.14
148,0,632.83,2.9006666666666665,0.018000000000000002,632.83,46.12,678.95
148,1,851.34,3.9238461538461538,0.0,851.34,61.44,912.78
148,2,855.04,2.8846153846153846,0.0,855.04,62.33,917.37
149,0,623.39,3.2253333333333334,0.0,623.39,45.29,668.68
149,1,810.04,3.9769230769230766,0.0,810.04,58.43,868.4699999999999
149,2,810.86,2.886923076923077,0.0,810.86,59.11,869.97
151,0,1454.51,2.5613333333333332,0.0,1454.51,106.36,1560.87
151,1,1542.88,2.3453846153846154,0.0,1542.88,113.06,1655.94
151,2,1605.59,4.462307692307692,0.033846153846153845,1605.59,115.28,1720.87
152,0,5906.72,4.015333333333333,0.0,5906.72,425.9,6332.62
152,1,5856.63,3.446153846153846,0.0,5856.63,424.61,6281.24
152,2,5965.77,4.189230769230769,0.0,5965.77,429.44,6395.21
154,0,8395.17,3.682,0.0,8395.17,607.28,9002.45
154,1,8403.21,3.873846153846154,0.0,8403.21,606.74,9009.949999999999
154,2,8449.81,4.477692307692307,0.0,8449.81,606.57,9056.38
155,0,621.88,3.4673333333333334,0.026000000000000002,621.88,45.08,666.96
155,1,817.65,3.8715384615384614,0.01846153846153846,817.65,59.04,876.6899999999999
155,2,820.25,2.836153846153846,0.0,820.25,59.82,880.07
156,0,799.48,4.575333333333333,0.028,799.48,57.34,856.82
156,1,916.4,5.953076923076923,0.0,916.4,64.87,981.27
156,2,903.41,4.013076923076923,0.0,903.41,65.14,968.55
157,0,151.34,4.015333333333333,0.07266666666666667,151.34,10.91,162.25
157,1,609.14,2.1715384615384616,0.05692307692307692,609.14,44.71,653.85
157,2,639.59,6.437692307692307,0.0,639.59,45.07,684.6600000000001
158,0,260.54,2.208666666666667,0.048,260.54,19.12,279.66
158,1,604.57,3.023076923076923,0.04846153846153846,604.57,44.01,648.58
158,2,616.04,4.191538461538462,0.08076923076923077,616.04,44.34,660.38
159,0,238.68,3.76,0.22866666666666668,238.68,17.25,255.93
159,1,623.26,2.436153846153846,0.0,623.26,45.63,668.89
159,2,633.31,3.3115384615384613,0.011538461538461537,633.31,45.98,679.29
160,0,327.28,2.2319999999999998,0.04666666666666667,327.28,24.01,351.28999999999996
160,1,643.33,1.5653846153846156,0.2515384615384615,643.33,47.51,690.84
160,2,685.05,7.322307692307692,0.03769230769230769,685.05,47.87,732.92
161,0,663.91,2.7753333333333337,0.008,663.91,48.45,712.36
161,1,885.29,2.902307692307692,0.0,885.29,64.52,949.81
161,2,911.13,4.117692307692308,0.17615384615384616,911.13,65.63,976.76
162,0,675.9,2.5806666666666667,0.008666666666666666,675.9,49.42,725.3199999999999
162,1,688.02,2.2576923076923077,0.0,688.02,50.46,738.48
162,2,686.84,2.218461538461538,0.1076923076923077,686.84,50.39,737.23
163,0,451.89,2.408,0.0,451.89,33.09,484.98
163,1,731.26,2.463846153846154,0.007692307692307693,731.26,53.53,784.79
163,2,742.94,2.9076923076923076,0.08461538461538462,742.94,54.15,797.09
164,0,813.87,3.7113333333333336,0.0,813.87,58.86,872.73
164,1,941.59,4.2384615384615385,0.0,941.59,67.75,1009.34
164,2,941.56,3.2323076923076925,0.013846153846153845,941.56,68.41,1009.9699999999999
165,0,890.23,6.576,0.0,890.23,62.65,952.88
165,1,1046.1,4.7907692307692304,0.0,1046.1,74.87,1120.9699999999998
165,2,1058.05,4.510769230769231,0.0,1058.05,75.93,1133.98
166,0,210.09,4.173333333333334,0.032,210.09,15.13,225.22
166,1,622.5,2.02,0.047692307692307694,622.5,45.76,668.26
166,2,653.84,6.271538461538461,0.0,653.84,46.14,699.98
167,0,648.39,3.241333333333333,0.016,648.39,47.1,695.49
167,1,794.26,3.7115384615384617,0.033846153846153845,794.26,57.44,851.7
167,2,793.07,2.6515384615384616,0.0,793.07,57.94,851.01
168,0,213.58,2.227333333333333,0.038,213.58,15.67,229.25
168,1,602.3,2.4315384615384614,0.09076923076923077,602.3,44.1,646.4
168,2,614.72,3.7176923076923076,0.030000000000000002,614.72,44.45,659.1700000000001
169,0,764.94,3.241333333333333,0.018000000000000002,764.94,55.57,820.5100000000001
169,1,950.95,3.9515384615384614,0.0,950.95,68.61,1019.5600000000001
169,2,959.49,3.123076923076923,0.0,959.49,69.78,1029.27
170,0,264.14,2.2359999999999998,0.08600000000000001,264.14,19.38,283.52
170,1,604.28,3.046923076923077,0.054615384615384614,604.28,43.98,648.26
170,2,615.81,4.234615384615385,0.10615384615384614,615.81,44.31,660.1199999999999
171,0,437.1,2.4673333333333334,0.056,437.1,31.99,469.09000000000003
171,1,637.92,2.582307692307692,0.01,637.92,46.64,684.56
171,2,644.35,2.7946153846153843,0.02846153846153846,644.35,47.01,691.36
173,0,876.83,4.709333333333333,0.04933333333333333,876.83,62.8,939.63
173,1,997.3,1.9499999999999997,0.0,997.3,73.37,1070.67
173,2,1050.65,6.009230769230769,0.0,1050.65,74.33,1124.98
174,0,5309.79,4.348666666666667,0.0,5309.79,381.64,5691.43
174,1,5290.32,4.064615384615385,0.0,5290.32,381.28,5671.599999999999
174,2,5324.57,3.7392307692307694,0.01846153846153846,5324.57,384.95,5709.5199999999995
176,0,8564.62,4.545333333333334,0.0,8564.62,614.42,9179.04
176,1,8509.11,4.0,0.0,8509.11,613.64,9122.75
176,2,8517.34,4.084615384615384,0.0,8517.34,613.73,9131.07
177,0,508.83,3.7359999999999998,0.0,508.83,36.79,545.62
177,1,739.0,3.4546153846153844,0.0,739.0,53.57,792.57
177,2,748.49,3.5746153846153845,0.0,748.49,54.2,802.69
178,0,1428.96,3.058,0.014666666666666666,1428.96,103.99,1532.95
178,1,1450.21,2.946153846153846,0.12923076923076923,1450.21,105.65,1555.8600000000001
178,2,1449.38,3.2884615384615383,0.01846153846153846,1449.38,105.24,1554.6200000000001
179,0,641.12,2.1333333333333333,0.15466666666666667,641.12,47.08,688.2
179,1,710.28,1.9292307692307693,0.0,710.28,52.26,762.54
179,2,726.99,4.073846153846154,0.12615384615384617,726.99,52.39,779.38
180,0,421.92,2.3786666666666667,0.043333333333333335,421.92,30.91,452.83000000000004
180,1,585.52,1.9761538461538461,0.0,585.52,43.06,628.5799999999999
180,2,589.7,2.296923076923077,0.01,589.7,43.23,632.9300000000001
181,0,822.32,2.3680000000000003,0.0,822.32,60.25,882.57
181,1,827.01,2.437692307692308,0.0,827.01,60.55,887.56
181,2,832.93,2.8530769230769235,0.05076923076923076,832.93,60.74,893.67
182,0,552.85,1.468,0.14466666666666667,552.85,40.86,593.71
182,1,713.0,1.7076923076923076,0.11846153846153847,713.0,52.58,765.58
182,2,718.84,1.5969230769230771,0.02692307692307692,718.84,53.07,771.9100000000001
183,0,889.2,3.478,0.0,889.2,64.45,953.6500000000001
183,1,979.05,3.1053846153846156,0.0,979.05,71.22,1050.27
183,2,990.46,2.971538461538462,0.0,990.46,72.14,1062.6000000000001
184,0,675.31,2.5806666666666667,0.018000000000000002,675.31,49.37,724.68
184,1,686.67,2.2576923076923077,0.0,686.67,50.36,737.03
184,2,685.47,2.2184615384615385,0.10461538461538461,685.47,50.29,735.76
185,0,893.6,2.6013333333333337,0.0,893.6,65.32,958.9200000000001
185,1,929.87,2.617692307692308,0.0,929.87,67.96,997.83
185,2,935.04,2.3023076923076924,0.0,935.04,68.55,1003.5899999999999
186,0,495.05,3.7813333333333334,0.0,495.05,35.78,530.83
186,1,759.48,3.4015384615384616,0.0,759.48,55.09,814.57
186,2,775.43,3.9376923076923074,0.0,775.43,55.95,831.38
187,0,1343.81,3.4126666666666665,0.09533333333333333,1343.81,97.46,1441.27
187,1,1395.04,2.7576923076923077,0.28153846153846157,1395.04,101.82,1496.86
187,2,1414.43,3.8861538461538463,0.0,1414.43,102.11,1516.54
188,0,640.25,1.656,0.0,640.25,47.24,687.49
188,1,732.49,2.0023076923076926,0.0,732.49,53.86,786.35
188,2,745.31,3.369230769230769,0.08846153846153845,745.31,54.08,799.39
189,0,354.72,3.5146666666666664,0.0,354.72,25.7,380.42
189,1,667.25,2.7707692307692304,0.0,667.25,48.69,715.94
189,2,678.91,3.413846153846154,0.0,678.91,49.24,728.15
190,0,476.42,2.3006666666666664,0.046,476.42,34.93,511.35
190,1,585.28,1.713076923076923,0.022307692307692306,585.28,43.16,628.4399999999999
190,2,588.95,2.0846153846153848,0.0,588.95,43.27,632.22
191,0,723.81,4.186,0.0,723.81,52.1,775.91
191,1,893.14,3.620769230769231,0.0,893.14,64.64,957.78
191,2,905.45,3.4376923076923074,0.0,905.45,65.65,971.1
192,0,417.33,2.4006666666666665,0.06133333333333334,417.33,30.57,447.9
192,1,585.23,1.9446153846153846,0.0,585.23,43.06,628.29
192,2,589.63,2.289230769230769,0.02076923076923077,589.63,43.23,632.86
193,0,289.06,2.1473333333333335,0.0,289.06,21.22,310.28
193,1,598.71,2.7015384615384614,0.0,598.71,43.72,642.4300000000001
193,2,601.75,2.5807692307692305,0.02,601.75,44.0,645.75
195,0,814.85,1.6640000000000001,0.0,814.85,60.11,874.96
195,1,990.17,2.0076923076923077,0.016153846153846154,990.17,72.8,1062.97
195,2,1023.19,3.5553846153846154,0.0,1023.19,74.1,1097.29
196,0,5095.38,3.255333333333333,0.316,5095.38,370.11,5465.49
196,1,5074.32,2.9153846153846152,0.1469230769230769,5074.32,369.79,5444.11
196,2,5168.5,3.7023076923076923,0.0,5168.5,373.8,5542.3
198,0,9202.13,4.326,0.0,9202.13,661.54,9863.669999999998
198,1,9152.57,3.902307692307692,0.024615384615384615,9152.57,660.66,9813.23
198,2,9176.1,4.156923076923077,0.03230769230769231,9176.1,660.74,9836.84
199,0,537.84,3.3433333333333333,0.0,537.84,39.03,576.87
199,1,621.83,4.116923076923078,0.0,621.83,44.79,666.62
199,2,620.38,3.543846153846154,0.0,620.38,44.94,665.3199999999999
200,0,992.6,3.0326666666666666,0.0,992.6,72.25,1064.85
200,1,1138.35,3.8215384615384616,0.07153846153846154,1138.35,82.23,1220.58
200,2,1144.5,3.0300000000000002,0.01,1144.5,83.31,1227.81
201,0,602.47,2.832666666666667,0.06266666666666666,602.47,43.94,646.4100000000001
201,1,828.83,3.0100000000000002,0.0,828.83,60.35,889.1800000000001
201,2,850.05,4.267692307692308,0.04307692307692308,850.05,61.14,911.1899999999999
202,0,527.12,2.4040000000000004,0.008,527.12,38.61,565.73
202,1,716.65,2.63,0.02846153846153846,716.65,52.37,769.02
202,2,724.17,2.8984615384615386,0.02846153846153846,724.17,52.78,776.9499999999999
203,0,242.69,3.305333333333333,0.0,242.69,17.62,260.31
203,1,643.3,2.880769230769231,0.0,643.3,46.9,690.1999999999999
203,2,650.04,2.9884615384615385,0.0,650.04,47.34,697.38
204,0,764.09,2.15,0.0,764.09,56.1,820.19
204,1,928.69,1.9392307692307693,0.0,928.69,68.33,997.0200000000001
204,2,961.21,4.0746153846153845,0.03230769230769231,961.21,69.27,1030.48
205,0,289.65,3.6839999999999997,0.0,289.65,20.95,310.59999999999997
205,1,649.61,3.8784615384615386,0.0,649.61,46.9,696.51
205,2,668.56,5.810769230769231,0.0,668.56,47.39,715.9499999999999
206,0,451.4,2.374,0.0,451.4,33.07,484.46999999999997
206,1,731.68,2.4246153846153846,0.00923076923076923,731.68,53.58,785.26
206,2,742.15,2.71,0.13846153846153847,742.15,54.19,796.3399999999999
207,0,895.09,2.6013333333333337,0.0,895.09,65.43,960.52
207,1,932.35,2.617692307692308,0.0,932.35,68.14,1000.49
207,2,937.78,2.3423076923076924,0.0,937.78,68.72,1006.5
208,0,753.04,3.8306666666666667,0.0,753.04,54.39,807.43
208,1,786.12,4.945384615384616,0.0,786.12,56.18,842.3
208,2,779.98,4.331538461538462,0.0,779.98,56.07,836.0500000000001
209,0,1224.65,2.6206666666666667,0.0,1224.65,89.5,1314.15
209,1,1376.5,4.497692307692308,0.0,1376.5,98.79,1475.29
209,2,1377.74,2.733076923076923,0.0,1377.74,100.58,1478.32
210,0,661.01,2.933333333333333,0.06066666666666667,661.01,48.16,709.17
210,1,864.5,2.3515384615384614,0.04076923076923077,864.5,63.35,927.85
210,2,889.04,3.816153846153846,0.02,889.04,64.23,953.27
211,0,672.65,3.706,0.0,672.65,48.65,721.3
211,1,673.57,3.7207692307692306,0.0,673.57,48.71,722.2800000000001
211,2,671.8,3.3907692307692305,0.0,671.8,48.73,720.53
212,0,479.59,2.365333333333333,0.018000000000000002,479.59,35.14,514.73
212,1,698.93,2.3853846153846154,0.0,698.93,51.2,750.13
212,2,707.46,2.8123076923076926,0.02076923076923077,707.46,51.61,759.07
213,0,542.69,4.123333333333333,0.0,542.69,39.09,581.7800000000001
213,1,707.14,3.9384615384615387,0.0,707.14,51.03,758.17
213,2,723.74,5.491538461538462,0.0,723.74,51.46,775.2
214,0,532.07,2.308,0.01,532.07,39.0,571.07
214,1,719.88,2.6953846153846155,0.03230769230769231,719.88,52.57,772.45
214,2,727.04,2.9038461538461537,0.04307692307692308,727.04,52.99,780.03
215,0,604.37,2.576,0.0,604.37,44.19,648.56
215,1,704.22,2.867692307692308,0.0,704.22,51.34,755.5600000000001
215,2,703.99,2.2653846153846153,0.016153846153846154,703.99,51.63,755.62
217,0,1315.59,3.572,0.016666666666666666,1315.59,95.27,1410.86
217,1,1386.38,1.8223076923076924,0.28307692307692306,1386.38,102.12,1488.5
217,2,1446.89,4.5430769230769235,0.0,1446.89,103.8,1550.69
218,0,5762.04,4.274,0.0,5762.04,414.44,6176.48
218,1,5704.85,3.483076923076923,0.20692307692307693,5704.85,413.46,6118.31
218,2,5827.56,4.612307692307692,0.0,5827.56,417.8,6245.360000000001
220,0,8297.07,4.04,0.0,8297.07,598.12,8895.19
220,1,8319.39,4.426923076923076,0.0,8319.39,597.5,8916.89
220,2,8269.16,3.8061538461538467,0.0,8269.16,597.45,8866.61
221,0,218.8,4.931333333333333,0.0,218.8,15.64,234.44
221,1,593.3,3.5415384615384613,0.0,593.3,42.98,636.28
221,2,608.11,5.24,0.0,608.11,43.34,651.45
222,0,1597.79,3.6473333333333335,0.01,1597.79,115.62,1713.4099999999999
222,1,1664.9,4.79,0.13692307692307693,1664.9,119.16,1784.0600000000002
222,2,1644.11,3.272307692307692,0.0,1644.11,119.4,1763.51
223,0,875.01,3.792666666666667,0.03066666666666667,875.01,63.23,938.24
223,1,1009.45,3.8638461538461537,0.0,1009.45,72.89,1082.3400000000001
223,2,1022.09,3.781538461538461,0.05,1022.09,73.86,1095.95
224,0,589.04,4.142,0.0,589.04,42.42,631.4599999999999
224,1,791.6,3.6215384615384614,0.0,791.6,57.29,848.89
224,2,803.9,3.7007692307692306,0.011538461538461537,803.9,58.14,862.04
225,0,826.15,3.8093333333333335,0.006666666666666667,826.15,59.69,885.8399999999999
225,1,901.89,4.308461538461538,0.0,901.89,64.85,966.74
225,2,898.5,3.707692307692308,0.0,898.5,64.98,963.48
226,0,888.63,3.1686666666666667,0.0,888.63,64.6,953.23
226,1,1039.52,3.1599999999999997,0.0,1039.52,75.58,1115.1
226,2,1059.01,3.276923076923077,0.0,1059.01,76.91,1135.92
227,0,591.15,4.97,0.0,591.15,42.24,633.39
227,1,637.27,4.891538461538461,0.0,637.27,45.57,682.84
227,2,638.21,4.795384615384616,0.0,638.21,45.68,683.89
228,0,813.84,3.712,0.0,813.84,58.85,872.69
228,1,940.8,4.239230769230769,0.0,940.8,67.69,1008.49
228,2,941.19,3.273076923076923,0.02538461538461538,941.19,68.35,1009.5400000000001
229,0,494.09,3.722,0.0,494.09,35.73,529.8199999999999
229,1,757.63,3.0907692307692307,0.0,757.63,55.12,812.75
229,2,775.8,3.9376923076923074,0.0,775.8,55.98,831.78
230,0,752.2,3.8006666666666664,0.0,752.2,54.35,806.5500000000001
230,1,784.61,4.945384615384616,0.0,784.61,56.07,840.6800000000001
230,2,778.45,4.331538461538462,0.0,778.45,55.96,834.4100000000001
231,0,1661.63,4.526,0.0,1661.63,119.23,1780.8600000000001
231,1,1723.42,4.1269230769230765,0.0,1723.42,124.13,1847.5500000000002
231,2,1740.18,3.9861538461538464,0.0,1740.18,125.51,1865.69
232,0,905.36,3.4213333333333336,0.007333333333333333,905.36,65.66,971.02
232,1,1034.71,2.9723076923076923,0.04,1034.71,75.36,1110.07
232,2,1059.11,3.9038461538461537,0.0,1059.11,76.45,1135.56
233,0,184.92,5.124666666666667,0.0,184.92,13.19,198.10999999999999
233,1,612.03,3.715384615384615,0.0,612.03,44.26,656.29
233,2,624.55,4.746923076923077,0.0,624.55,44.72,669.27
234,0,613.93,4.030666666666667,0.0,613.93,44.26,658.1899999999999
234,1,802.46,4.1292307692307695,0.0,802.46,57.8,860.26
234,2,810.91,3.813076923076923,0.008461538461538461,810.91,58.58,869.49
235,0,307.06,5.0840000000000005,0.0,307.06,21.92,328.98
235,1,624.57,6.825384615384616,0.0,624.57,43.85,668.4200000000001
235,2,616.01,4.683076923076923,0.0,616.01,44.13,660.14
236,0,588.89,4.1593333333333335,0.0,588.89,42.4,631.29
236,1,792.08,3.566923076923077,0.0,792.08,57.36,849.44
236,2,804.79,3.6853846153846153,0.02846153846153846,804.79,58.21,863.0
237,0,427.84,4.550666666666667,0.0,427.84,30.69,458.53
237,1,709.41,3.8415384615384616,0.0,709.41,51.24,760.65
237,2,719.24,3.7546153846153847,0.0,719.24,51.99,771.23
239,0,1284.8,2.8306666666666667,0.174,1284.8,93.71,1378.51
239,1,1394.0,2.5153846153846158,0.0,1394.0,101.98,1495.98
239,2,1435.75,3.333846153846154,0.12923076923076923,1435.75,104.21,1539.96
240,0,5633.46,4.220000000000001,0.0,5633.46,405.4,6038.86
240,1,5590.62,3.7084615384615387,0.0,5590.62,404.3,5994.92
240,2,5673.34,3.979230769230769,0.01076923076923077,5673.34,409.22,6082.56
242,0,9047.45,4.485333333333333,0.0,9047.45,649.43,9696.880000000001
242,1,9088.86,5.069999999999999,0.0,9088.86,648.77,9737.630000000001
242,2,9052.68,4.678461538461539,0.0,9052.68,648.61,9701.29
243,0,1492.92,4.61,0.0,1492.92,107.03,1599.95
243,1,1563.44,3.5261538461538464,0.0,1563.44,113.26,1676.7
243,2,1576.69,3.0276923076923077,0.0,1576.69,114.78,1691.47
244,0,473.49,1.54,0.0,473.49,34.97,508.46000000000004
244,1,735.26,4.428461538461539,0.0,735.26,52.81,788.0699999999999
244,2,726.63,2.496923076923077,0.0,726.63,53.17,779.8
245,0,790.26,5.629333333333333,0.0,790.26,56.11,846.37
245,1,959.36,4.8561538461538465,0.0,959.36,68.62,1027.98
245,2,969.58,4.714615384615384,0.0,969.58,69.44,1039.02
246,0,1069.93,4.431333333333333,0.0,1069.93,76.84,1146.77
246,1,1178.78,3.482307692307692,0.0,1178.78,85.43,1264.21
246,2,1201.08,4.273076923076923,0.0,1201.08,86.39,1287.47
247,0,997.89,3.3846666666666665,0.07666666666666666,997.89,72.39,1070.28
247,1,1192.0,6.544615384615384,0.023076923076923075,1192.0,83.91,1275.91
247,2,1166.59,2.586153846153846,0.02153846153846154,1166.59,85.29,1251.8799999999999
248,0,797.99,5.29,0.0,797.99,56.84,854.83
248,1,929.63,4.6984615384615385,0.04615384615384615,929.63,66.59,996.22
248,2,933.97,4.363076923076923,0.0,933.97,67.12,1001.09
249,0,1504.72,3.492,0.0,1504.72,109.05,1613.77
249,1,1606.2,3.6653846153846152,0.0,1606.2,116.21,1722.41
249,2,1634.03,3.523846153846154,0.0,1634.03,118.38,1752.4099999999999
250,0,891.9,6.693333333333333,0.008,891.9,62.7,954.6
250,1,1049.77,5.069999999999999,0.00923076923076923,1049.77,74.93,1124.7
250,2,1054.03,4.035384615384616,0.00923076923076923,1054.03,75.99,1130.02
251,0,1342.84,3.338,0.01,1342.84,97.46,1440.3
251,1,1395.04,2.693076923076923,0.3007692307692308,1395.04,101.88,1496.92
251,2,1414.54,3.831538461538462,0.0,1414.54,102.18,1516.72
252,0,1225.53,2.4793333333333334,0.0,1225.53,89.69,1315.22
252,1,1381.67,4.7153846153846155,0.0,1381.67,98.96,1480.63
252,2,1376.65,2.4853846153846155,0.0,1376.65,100.75,1477.4
253,0,1659.66,4.333333333333333,0.0,1659.66,119.3,1778.96
253,1,1722.47,3.9446153846153846,0.0,1722.47,124.28,1846.75
253,2,1741.41,3.9546153846153844,0.0,1741.41,125.64,1867.0500000000002
254,0,751.76,5.175333333333333,0.0,751.76,53.61,805.37
254,1,922.59,4.62,0.0,922.59,66.14,988.73
254,2,930.37,4.336153846153846,0.0,930.37,66.88,997.25
255,0,1479.77,4.2733333333333325,0.016,1479.77,106.43,1586.2
255,1,1543.96,3.3415384615384616,0.0,1543.96,112.05,1656.01
255,2,1567.95,3.9030769230769233,0.030000000000000002,1567.95,113.18,1681.13
256,0,1055.95,5.200666666666667,0.0,1055.95,75.28,1131.23
256,1,1168.04,3.696153846153846,0.013076923076923078,1168.04,84.48,1252.52
256,2,1188.47,4.231538461538461,0.0,1188.47,85.52,1273.99
257,0,1663.89,5.446666666666667,0.007333333333333333,1663.89,118.35,1782.24
257,1,1714.2,3.4976923076923074,0.0,1714.2,124.22,1838.42
257,2,1741.0,3.4446153846153846,0.0,1741.0,126.23,1867.23
258,0,1069.23,4.3406666666666665,0.0,1069.23,76.86,1146.09
258,1,1178.06,3.4538461538461536,0.0,1178.06,85.4,1263.46
258,2,1201.06,4.319230769230769,0.0,1201.06,86.35,1287.4099999999999
259,0,1233.02,3.8113333333333332,0.07666666666666666,1233.02,89.08,1322.1
259,1,1316.97,3.0276923076923077,0.0,1316.97,95.87,1412.8400000000001
259,2,1343.51,4.115384615384615,0.0,1343.51,96.78,1440.29
261,0,834.66,4.812666666666667,0.0,834.66,59.72,894.38
261,1,823.36,2.936153846153846,0.0,823.36,59.99,883.35
261,2,839.06,5.042307692307692,0.0,839.06,59.91,898.9699999999999
262,0,4771.65,4.562666666666667,0.0,4771.65,342.26,5113.91
262,1,4789.61,4.851538461538461,0.0,4789.61,342.6,5132.21
262,2,4828.15,4.885384615384615,0.0,4828.15,345.24,5173.389999999999
264,0,8420.57,4.810666666666666,0.3433333333333334,8420.57,602.56,9023.13
264,1,8494.65,5.890000000000001,0.04923076923076923,8494.65,601.66,9096.31
264,2,8385.94,4.487692307692308,0.0,8385.94,601.93,8987.87
265,0,742.41,3.1079999999999997,0.01,742.41,54.0,796.41
265,1,931.44,3.5907692307692307,0.0,931.44,67.44,998.8800000000001
265,2,943.82,3.25,0.1453846153846154,943.82,68.56,1012.3800000000001
266,0,794.42,4.616666666666666,0.0,794.42,56.95,851.37
266,1,846.83,4.9338461538461535,0.0,846.83,60.53,907.36
266,2,843.08,4.54,0.0,843.08,60.49,903.57
267,0,59.08,4.815333333333333,0.0,59.08,4.23,63.31
267,1,594.0,1.6715384615384616,0.04307692307692308,594.0,43.82,637.82
267,2,630.94,7.166153846153846,0.0,630.94,44.16,675.1
268,0,315.96,1.8286666666666667,0.008666666666666666,315.96,23.27,339.22999999999996
268,1,651.33,1.7392307692307691,0.10384615384615385,651.33,48.01,699.34
268,2,688.16,6.312307692307693,0.011538461538461537,688.16,48.55,736.7099999999999
269,0,451.72,5.478666666666666,0.11999999999999998,451.72,32.12,483.84000000000003
269,1,707.12,1.9961538461538462,0.02153846153846154,707.12,52.0,759.12
269,2,726.57,3.8,0.0,726.57,52.5,779.07
270,0,144.11,1.7340000000000002,0.0,144.11,10.62,154.73000000000002
270,1,592.47,1.3984615384615384,0.0,592.47,43.82,636.2900000000001
270,2,633.7,7.673076923076923,0.0,633.7,44.14,677.84
271,0,859.32,3.01,0.024,859.32,62.57,921.8900000000001
271,1,1033.16,2.8261538461538462,0.0,1033.16,75.36,1108.52
271,2,1067.38,4.273846153846154,0.09769230769230769,1067.38,76.77,1144.15
272,0,210.5,4.339333333333333,0.264,210.5,15.13,225.63
272,1,622.11,2.020769230769231,0.01846153846153846,622.11,45.73,667.84
272,2,653.97,6.359230769230769,0.01769230769230769,653.97,46.12,700.09
273,0,640.51,1.6726666666666667,0.0,640.51,47.25,687.76
273,1,731.89,1.7915384615384615,0.0,731.89,53.93,785.8199999999999
273,2,746.23,3.3653846153846154,0.026153846153846153,746.23,54.14,800.37
274,0,660.85,2.7939999999999996,0.078,660.85,48.22,709.07
274,1,861.92,2.106153846153846,0.06846153846153846,861.92,63.31,925.23
274,2,887.35,3.6630769230769227,0.06692307692307692,887.35,64.2,951.5500000000001
275,0,903.28,3.136,0.0,903.28,65.69,968.97
275,1,1036.03,3.0084615384615385,0.03230769230769231,1036.03,75.43,1111.46
275,2,1056.88,3.6015384615384614,0.007692307692307693,1056.88,76.51,1133.39
276,0,751.33,5.136,0.0,751.33,53.6,804.9300000000001
276,1,921.54,4.5746153846153845,0.0,921.54,66.09,987.63
276,2,929.37,4.2907692307692304,0.0,929.37,66.84,996.21
